# Each line contains 3 floating point values
# for x, y and z values in the scatter chart
 -0.95,1.48,0.95,
 1.7,-1.36,2.15,
 -3.9,-0.32,-2.45,
 2.95,3.12,-2.4,
 3.55,-1.48,0.15,
 -1.4,3.24,0.7,
 -3.3,-0.8,0,
 1.15,0.36,-2.7,
 0.4,0.12,1.35,
 1.9,-3.32,-0.75,
 0.4,-0.2,-2.4,
 0.55,1.56,2.25,
 4.35,-0.96,-0.7,
 3.35,-1.04,-0.85,
 1.7,-0.28,-0.25,
 -3.05,-0.44,1.3,
 -3.95,-2.72,-3.8,
 2.1,1.32,1.15,
 1.4,-0.44,-2.85,
 -2.1,0.04,2,
 2.45,-2.44,-2.85,
 4.35,0.24,1.1,
 1.8,1.8,-0.7,
 1.8,2.04,-0.95,
 1.65,-2.48,0.35,
 -3.3,0.28,-1.6,
 1.85,1,2.25,
 -2,-0.88,-2.6,
 -0.1,0.28,-1.75,
 -2.5,-2.76,-0.2,
 0.3,-1.64,-0.75,
 2.3,-1.28,-2.7,
 -1.7,-1.48,-2.6,
 0.5,0.24,-2.2,
 0.45,-1.88,-0.95,
 -1.2,0.96,2.35,
 -0.55,-0.36,-1.8,
 2.7,-0.56,-0.4,
 1.1,2.76,-2.35,
 -1.2,-2.16,3.1,
 -0.05,1.76,1,
 1.45,-0.72,0.7,
 0.2,-3.2,-0.25,
 -0.8,1.08,-0.1,
 -2.45,0.56,-0.55,
 2,1.12,2,
 -1.05,-2.16,-1.8,
 1.2,-2.12,-1.55,
 -4,-0.76,0.2,
 -0.15,-0.2,-2,
 -2.95,1.36,-3.65,
 2.7,1.16,2.05,
 0.95,-1.52,-1.05,
 -1.8,2.72,-0.55,
 0.45,2.88,-4.4,
 1.35,1.08,-0.8,
 -2.7,-1.36,-2.65,
 0.35,2.32,-1.6,
 -0.45,1.6,0.1,
 3.75,1.12,-3.8,
 0.5,2.6,0.5,
 -0.75,-3.52,-3.2,
 0.25,-1.32,2.25,
 -2.8,-1.6,-2.45,
 0.15,-0.56,3.9,
 2.15,-1.68,-1.7,
 -4.2,-1.92,2.35,
 1.95,-1.32,0.3,
 0.5,0.64,0.75,
 0.85,-0.84,-0.5,
 -2.15,-1.64,-2.3,
 -0.85,-2.84,-0.3,
 -3.1,-0.32,-0.85,
 3.45,0,0.8,
 1.4,0.2,0.3,
 0.45,1.76,-0.15,
 0.85,3.16,-2,
 2.15,0.72,-0.95,
 -2.4,0.6,-0.5,
 1.45,-0.4,-1.95,
 0.6,-1.84,1.8,
 3.4,-0.2,-0.55,
 0.2,-0.84,4.6,
 -0.25,-2.4,2.1,
 -1.15,-3.16,-3.05,
 1.45,0.96,-0.7,
 0.35,0.52,-1,
 2.6,0.28,-0.85,
 -1.25,0.76,-1.6,
 -0.65,-2.16,3,
 -0.25,-2.36,-1.8,
 0.35,-0.8,1.85,
 0.05,0.6,0.85,
 -2.5,2.28,-2.05,
 1.65,1.2,2.1,
 -3,-0.24,0.7,
 -2.1,-0.84,-0.2,
 0.45,0.96,2.5,
 -2.4,1.28,2.75,
 -1.7,-3.2,-2.3,
 0.95,-0.08,0.3,
 1.4,0.88,0.45,
 2.1,1.08,0.2,
 -2.1,-0.2,-0.6,
 0.5,1.24,-0.45,
 2.55,-0.56,-2.65,
 -4.5,-0.48,-1.25,
 3.45,-0.44,2.2,
 -0.25,0.64,1.65,
 1.25,-0.6,-0.35,
 1.95,-1.56,-4.1,
 2.75,-1,3.3,
 3.05,1.04,-0.9,
 -2.95,1.4,-2.25,
 1.3,0.36,-2.9,
 0.4,-2.48,3.25,
 -1.15,0.36,0.45,
 -2.25,0.04,0.65,
 -1.85,-0.96,4.25,
 1.5,0.04,-3.85,
 0.05,0.68,-2.45,
 -0.1,-0.48,1.9,
 2.1,-1.52,-4,
 3.4,0,-2.05,
 0.7,2.68,-0.85,
 1.6,1.68,-0.8,
 2.1,-2.44,1.2,
 -0.15,-1.88,-0.35,
 -0.35,1.76,1.6,
 -2.15,0.08,0.75,
 -0.15,-3.36,0.35,
 2.7,-2.84,0.35,
 -1.35,0,-0.5,
 -0.35,-2.56,-0.9,
 -2.75,-3.56,1.55,
 -2.5,-0.68,2.7,
 1.35,0.6,-2.2,
 -1.3,-0.24,-1.65,
 -1.4,-1.44,4.45,
 -1.8,3.64,2.05,
 -0.65,0.08,3.9,
 2.25,2.96,-2.35,
 1.3,1.64,-0.05,
 1.75,2.24,-2.85,
 -0.05,-1.56,-0.05,
 -3.85,-0.8,-0.3,
 0.95,0.32,-2.5,
 -2.4,0.4,-3.55,
 3.7,2.36,3.6,
 0.55,0.88,3.15,
 -1,-1.36,-2.1,
 2.05,0.44,-0.8,
 -4.75,1.8,-1.7,
 0.15,2.64,-2.2,
 -2.05,-2.56,1.15,
 -3.7,2.12,1.3,
 1.05,0,4,
 -0.7,-0.88,1.35,
 0.95,-1.84,0.1,
 0.75,1.16,4.25,
 -1.3,0.72,0.65,
 3,-0.08,-1.75,
 2.85,-0.68,0.65,
 -0.4,3.04,-2.35,
 3.05,-0.6,-0.6,
 -0.85,-0.44,0.35,
 0,-1.92,0,
 -1.25,-1.44,1.9,
 -1.6,0.04,-0.7,
 1.45,-1,-3.4,
 -2.8,-1.24,-3,
 0.2,-0.68,-3.7,
 3.35,0.68,-1.9,
 -2.3,1.08,-1,
 1.5,1.8,-1.2,
 1.55,3.64,1.35,
 1.15,-1.36,0.75,
 -1.95,0.08,-0.85,
 -2.25,-0.52,1.05,
 -2.6,-1.32,1.05,
 -0.4,-1.52,2.45,
 -0.05,0.64,-2.85,
 4.45,-0.24,-0.15,
 3.45,1.72,-1.1,
 3.3,-1.72,-0.25,
 1.7,2.76,2,
 2.1,-2.88,-1.75,
 -3.7,-0.04,0.25,
 -0.45,-3,-2.95,
 3.1,-2.32,0.1,
 0.7,-2.88,-3.45,
 2.9,0.4,-0.65,
 -1.8,-2.48,-3.5,
 1.65,3.16,2.15,
 -1.25,-0.76,2.15,
 3.55,0.28,2.4,
 0.25,0.52,2.3,
 -1.7,-1.36,-2.5,
 3.8,1.04,0.45,
 2.45,-0.72,-4.05,
 -0.85,0.16,-0.55,
 0.65,0.52,3.3,
 0.85,-0.08,0.6,
 -0.1,1.12,-3.15,
 -2.95,0.24,0.8,
 0.2,-0.6,-0.45,
 0.15,2.52,1.5,
 0.65,-1.4,-1.5,
 4.75,1.76,1.15,
 -1.75,-1.44,-3.6,
 0.85,0.04,-0.3,
 -0.55,-0.28,-1.85,
 -4.05,0.52,-2.35,
 -0.35,-0.96,0.8,
 -1.8,-0.04,0.05,
 -2,0.12,-2.5,
 -1.85,-1.04,-1.2,
 -1,-3.44,-1,
 2.25,0.16,-0.05,
 -1.3,0.24,-1.5,
 -0.05,-0.48,1.7,
 -2.5,0.28,-2.1,
 3.9,-0.44,-0.85,
 -0.3,-1.96,1.3,
 1.35,2.92,-1.15,
 -2.2,-2.2,-0.45,
 -0.2,-0.12,0.15,
 0.7,1.4,-3,
 -0.3,3.16,2.65,
 -1.1,-1.44,0.45,
 0.25,-1.04,4.3,
 -2.2,-2.48,0.4,
 0.95,-3.4,-1.2,
 2.75,-1.6,-1.95,
 0.75,-1.84,-0.15,
 -0.75,-1.84,0.35,
 -2.85,-2.12,-0.95,
 -0.8,-2.84,-0.15,
 -1.95,-0.44,2.1,
 -1.05,-2.48,-1.25,
 -2.6,-1.48,0.8,
 2.5,-1.08,1.9,
 0.45,2.52,0.45,
 1.55,-0.16,0.25,
 -2.9,0.36,0.35,
 2.95,-1.56,-2.7,
 3.4,-1.76,3.05,
 1.75,-2.84,0.5,
 -0.95,0.64,1.1,
 2,2.04,0.1,
 -0.15,-0.08,-0.9,
 2.2,-1.2,2.8,
 -0.8,2.68,-0.3,
 3.4,0.84,-2.65,
 -0.25,-0.24,0.45,
 2.7,1.64,-1.95,
 1.35,-2.96,0.65,
 -1.45,-0.2,0.8,
 1.45,1.64,-3.45,
 -1.1,3.08,1.1,
 0.8,1.88,-2.1,
 1.15,3.04,-0.75,
 -0.45,1.36,-0.15,
 -2.8,-1.24,2.55,
 4.4,2.04,1.25,
 -0.95,1.24,3.65,
 3.45,1.32,2.5,
 -3,1.12,-1.2,
 -2.45,0.68,4.35,
 0.55,-0.12,-3.95,
 -0.35,3.08,-0.3,
 1.35,-2.92,-3.3,
 0.5,-0.2,0.95,
 1.2,-0.24,-0.75,
 -1.2,2.16,3.35,
 -3.35,2.36,3.45,
 0.95,-0.88,1.25,
 0.1,1.24,0,
 1.8,1.56,-1.05,
 -1.35,3.8,-1.45,
 1.45,-2.64,0.5,
 2.05,1.16,1.4,
 2.9,-2.4,0.15,
 -1.1,0.76,-1.65,
 -2.5,-2.4,1.05,
 3.55,-1.8,-2.55,
 -0.8,1.24,-3.75,
 -1.35,-2.48,2.85,
 -2.1,1.48,-0.15,
 -0.45,2.68,2.85,
 0.8,1.4,-3.35,
 -2.2,-2.24,0.35,
 1.4,-2.32,0.55,
 3.65,1.12,-4.5,
 0.1,-0.68,1.85,
 -1.95,-0.56,-2.05,
 1.85,1.32,-4.4,
 -0.6,0.64,-0.3,
 -1.55,1.52,-3.75,
 1.85,0.48,0.65,
 3.35,2.52,1.9,
 0.4,1.4,-1.3,
 -2.7,0.84,1.6,
 -0.5,1,0.4,
 2.25,-1,1.25,
 1.7,2.4,-0.95,
 -3.55,1.04,3.95,
 0.9,1.28,2.05,
 -3.15,1.96,-0.3,
 1.35,-0.92,-1,
 -3.1,-3.08,0.9,
 1.25,-2.44,2.25,
 -3.8,0.76,-1.05,
 -1.05,-3.8,-0.8,
 -4,1.24,-2.6,
 2.45,-1.84,0.35,
 -1.5,2.16,4.3,
 2.1,-1.8,-0.95,
 -1.8,-0.2,0.2,
 0.75,1.04,-1.3,
 2.85,1.6,-2.05,
 -2,-0.2,-2.15,
 1.75,2.28,0.75,
 1.95,-0.68,-2.3,
 -0.8,1.08,1.65,
 -1.85,1.8,-0.75,
 -3.05,2.44,0.35,
 -0.4,-3,-2.85,
 -0.95,0.64,2.15,
 -1.35,-0.2,-0.8,
 2.1,-0.04,0.65,
 2.6,0.2,2.75,
 1.65,-0.16,1.65,
 -1.85,0.68,1.95,
 -3.05,-2.28,0.1,
 3.4,-1.88,3,
 -0.75,0.36,1.5,
 2.9,-1,-1.85,
 0.4,1.08,0.8,
 -1.05,1.04,2.15,
 2.6,-2.08,-0.1,
 0,-2.84,-0.95,
 0.4,1.88,2.05,
 -3.1,-2.76,-2.75,
 -2.65,3.52,-1.2,
 -4.3,-0.28,3,
 -2.8,-2.56,-2.85,
 -0.15,2.72,-2.8,
 -0.95,-0.6,1.05,
 1.9,2.56,1.25,
 -0.85,0.24,0.05,
 2.4,2.56,-1.2,
 2.35,-1.08,2.7,
 -2.1,-0.76,2.8,
 1.4,1,2.35,
 -0.9,1.72,4.1,
 3.7,-1.4,2.05,
 -0.25,0.76,-1.4,
 -1.6,0.32,0.05,
 2.5,-3.08,0.85,
 0.05,-1.96,1.55,
 -3.7,0.84,-0.25,
 2.35,0.6,-1.5,
 1.1,2.64,-1.45,
 2.55,-1.56,2.05,
 -2.15,3.56,3.25,
 -0.55,-1.24,2.65,
 -0.3,1.32,0.85,
 -1.9,1.24,1.15,
 0.35,-2.44,-1.35,
 2.9,-1.08,-4.3,
 1.8,-0.44,1.25,
 -0.6,-1.08,-0.6,
 -0.3,-0.88,-1.45,
 -1,2.12,2.3,
 3.15,0.52,-2.8,
 0.45,2.48,-1.3,
 0.5,-0.84,0.7,
 -0.6,-0.44,-1.35,
 -1.7,-0.12,-2.55,
 -0.5,0.52,1.4,
 4,-1.68,-0.1,
 1.4,-1.64,1.35,
 0.05,0.28,-2.2,
 1.55,-1.2,0.45,
 3.1,3.64,1.45,
 -1.55,2.16,0.15,
 3.9,-2.56,-1.25,
 4.15,0.64,2.65,
 -2.8,0.56,-1.35,
 1.3,1.28,0.8,
 -2.3,-3.08,1.2,
 0.5,-0.36,-2.4,
 0.6,0.52,2.75,
 3.9,-0.52,-4.25,
 -0.5,1.28,-0.05,
 -0.25,-3.84,3.15,
 -0.9,-1.72,-3.15,
 0.85,0.84,-1.7,
 -3.35,0.72,2.15,
 -1.6,0.6,1.65,
 -3.6,0.8,2.6,
 -0.7,1.96,-0.9,
 -2.4,1.32,-2.75,
 -1.75,0.72,-0.85,
 -2.7,0.6,-2.5,
 -2.2,-3.4,-1.85,
 0.85,2.2,-3.75,
 -3.85,2.44,4.3,
 -3.65,0.52,0.2,
 -4.35,-0.52,1.5,
 1.45,-0.08,-0.4,
 1.85,-0.76,-4.6,
 0.95,0.52,-1,
 -2.5,-0.88,-0.3,
 -2.9,1.68,-1.15,
 -3.2,0.2,1.1,
 0.9,-0.2,0.7,
 3.6,1.08,-2.15,
 -0.8,1.72,2.85,
 0.3,1.76,0.9,
 -1.3,-0.56,-2.3,
 -2.8,0.4,4.2,
 1,-0.32,0.35,
 -0.6,-0.24,4.05,
 -2,-1.84,-2.2,
 -1.95,-0.8,1.85,
 -0.05,-0.16,3.85,
 0.15,-2.64,1.7,
 -3.85,1.4,0.1,
 0.25,1,-2.45,
 -4.1,0,-0.1,
 -1.4,-0.32,-0.8,
 -1.9,-1.84,-3,
 0.35,1.32,-3.95,
 -2.6,-1.04,4.25,
 -3.1,-0.96,-1.65,
 -0.55,-1.16,4.05,
 -3.1,-1,-0.5,
 2.25,1.24,3.4,
 -1.2,-1.24,-4.05,
 3.05,1.92,1,
 0.55,-2.76,-3.25,
 -2.05,1.6,0.6,
 -0.45,0.12,-0.15,
 2.1,2.96,1.1,
 0.05,-2.08,-0.7,
 -3.15,1.08,-0.1,
 -1.95,0.44,0.6,
 0.15,-0.32,2.85,
 0.55,1,0.55,
 -2.05,1.84,-1,
 -0.25,0.36,1.2,
 4.6,-0.2,0.6,
 -1.95,-0.8,0.05,
 -0.35,-1.04,0.8,
 0.7,3.04,-3.55,
 -0.15,1.12,-2.5,
 -0.5,-1.68,1.5,
 1,-0.44,-1.5,
 4.05,-1.32,2.85,
 1.6,-1.56,2.15,
 0.3,-1.16,1.25,
 -2.65,-1.28,0.45,
 0,1.52,-1.35,
 1.3,1.68,-2.75,
 1.25,0.4,0.3,
 -0.95,3.68,1.75,
 -3.55,0.48,1.15,
 -1.7,-2.64,-3.3,
 -2.2,-2.4,1.05,
 0.1,0.44,-1.05,
 2.05,0.4,0.8,
 0.4,0.04,4.2,
 -1.25,0.76,0.45,
 1.6,2.04,-2.95,
 -2.05,-0.44,1.35,
 -3.25,0.44,2.15,
 -1.75,0.04,2.35,
 -4.15,0.68,0.8,
 -1.6,1.12,0.55,
 -0.15,3.4,3.05,
 -0.2,0.04,-1.45,
 2.9,-0.36,1.45,
 -1.4,1.56,1,
 3.4,-1.2,-4.2,
 -1.1,0.6,1.55,
 -0.35,1.52,-0.35,
 0.3,0.96,1.8,
 2.5,-1.84,1.65,
 -0.6,2.24,-2.9,
 -0.25,-2.32,-0.7,
 3.35,-2.24,1.5,
 1.6,1.96,3.9,
 1.8,0.68,-1.55,
 2.7,1.76,-2.9,
 -2.35,-0.6,-3.9,
 -1.85,1.96,-1.2,
 -4.05,1.12,-2.75,
 -2.85,-1.36,0.65,
 -1.75,2.12,-1.35,
 -2.95,-0.08,3.65,
 -2.4,2,4.5,
 -0.05,0.04,0.35,
 -3.2,0.16,1.1,
 3,2.32,1.3,
 4.9,-1.88,0.45,
 -2.35,-1.44,-0.7,
 2.4,-0.6,0.1,
 1,1.6,1,
 1.3,-0.4,-0.4,
 -0.9,-2.72,-3.6,
 1.2,-0.44,2.1,
 0.65,3,-1.55,
 -1.55,-2.64,0.55,
 1.9,-0.32,-2.1,
 1.35,-2.84,-0.4,
 0.25,-2.68,-0.2,
 -2.05,-1.6,-3.05,
 1.65,-0.44,-0.75,
 -1.25,0.96,-4.15,
 -4.2,-0.56,1.45,
 0.95,-2.4,-1.6,
 -0.05,0.88,3.15,
 -1.65,-0.88,-3.85,
 0.35,0.2,4.25,
 0.8,0.84,3.1,
 1.85,-2.16,-2.2,
 -2.05,0.16,-0.4,
 0.85,1.84,-1.45,
 1.6,1.56,-1.45,
 1.25,-0.84,-2.95,
 -1.9,2.32,-1.8,
 -0.6,2.4,-3.65,
 4.45,0.52,3,
 2.7,0.28,-1.8,
 0.35,-2.56,3.9,
 -0.95,-1.28,1.6,
 0.4,-0.2,-2.15,
 -0.05,-1.08,-4.1,
 3.1,-1.2,-3.85,
 0.75,0.12,-3.1,
 -1.65,-1.16,-1.65,
 -1.65,3.84,4.65,
 2.8,-2.6,-1.65,
 1.2,-2.76,-2.2,
 0.4,3.04,3.45,
 -3.6,1.04,-0.6,
 2.25,1.64,2.9,
 -3.05,-0.76,-2.3,
 -2.85,2.12,-0.65,
 -0.1,0.08,-1.6,
 -1.55,-1.36,2.2,
 -0.4,1.56,-0.3,
 0.3,-2.36,1.35,
 0.2,-0.6,1.6,
 -0.65,1.96,-3.1,
 0.6,-1.04,2.5,
 -2,-1.08,-0.85,
 1.45,-2.56,-2.6,
 -2.45,0.04,-2.85,
 -0.05,-1.24,-1.25,
 -2.95,-1.8,-2.05,
 4.3,-0.96,3.5,
 2.15,-1.6,-0.8,
 -1.2,-1,1.75,
 -1.5,-1.28,-0.25,
 2.5,-2.6,-0.3,
 -1.6,-0.36,3.15,
 -0.1,-0.64,-3.6,
 -1.9,1.88,2.1,
 -2.85,-2.28,-1.55,
 -1.3,-0.48,-2.2,
 0.5,0.28,0.65,
 -1.1,0.24,-2.25,
 1.75,-1.4,0.3,
 1.5,-1.32,-2.8,
 -0.95,2.08,-0.3,
 2.75,0.24,0.75,
 0.75,0.56,-1.5,
 1.1,-3.76,0,
 0.3,-1.2,2.6,
 -0.25,2.68,-3,
 1.8,-0.76,4.4,
 0,0,-1.9,
 -1.6,-0.12,-2.4,
 -1.25,2.36,-2.9,
 2.65,0.04,0.1,
 -3.35,0.08,-1.3,
 3.35,0.04,2.8,
 4.45,1.24,-0.95,
 -0.1,-1.52,-4.6,
 1.1,1.72,-3.2,
 -0.45,1.92,1.2,
 -0.7,-0.16,0.8,
 2.3,0.2,2.75,
 1.7,2.08,-0.95,
 2.1,1.56,1.2,
 3.05,-1.56,-0.45,
 0.1,-3.08,-1.3,
 1.65,-0.32,-0.8,
 2.05,-1.8,1.8,
 -0.55,1.52,-0.8,
 -2.05,1.52,2.3,
 -2.35,-3.28,3.5,
 -2.25,2.56,-1.9,
 0.3,-3.28,3.4,
 0.95,-1.68,-1.8,
 2,2.2,-0.05,
 3,2.92,-2.1,
 2.55,3.12,2.95,
 -0.5,-2.8,-0.3,
 0.35,0.64,0.35,
 -1.15,-0.16,-0.45,
 -2.4,-0.88,-0.3,
 1.55,-1.48,-0.5,
 -0.85,-2.08,-1.1,
 0.5,-0.8,1.35,
 -2.15,1.04,-3.25,
 -0.65,-1.32,-3.1,
 0.35,-0.84,-1.7,
 -2.1,0.96,2.5,
 1,-0.6,-3.15,
 -1.35,0.76,3.45,
 -3.05,-1.2,1.45,
 -1.6,0.8,-1.9,
 0.7,1.68,2.3,
 0,-0.76,-0.95,
 -2.3,-0.16,-1.25,
 -0.55,-2.28,1.5,
 0,-0.24,0.55,
 -0.4,-0.92,-0.7,
 -2.6,-1.64,-0.9,
 0.25,-1.24,0.9,
 0.7,2.88,0.4,
 -0.6,-1.84,-2.4,
 0.5,2.8,1.6,
 -3.2,3.28,-3.45,
 -1.45,2.52,2.7,
 1,-2.68,3,
 -0.6,-2.56,1.35,
 1.95,-1.48,-3.85,
 3.85,0.08,-1.65,
 -1.1,-1.6,-1.05,
 1.25,-0.04,1.35,
 2.9,2.08,0.2,
 0.7,2.52,0.65,
 -1.85,-1.8,1.05,
 1.6,1.12,-3.05,
 -2.8,0.12,0.5,
 -1.4,1.64,-1.95,
 2.35,0.4,-0.95,
 0.95,-0.28,-0.8,
 -1.5,-1.76,2.5,
 -3.05,2.44,-0.2,
 -0.6,1.12,-0.5,
 -1.7,-0.72,-1.05,
 0.45,0.84,-0.1,
 -3.5,0.36,1.1,
 0.2,-2.08,0.25,
 -2.1,0.72,0.85,
 -2.45,-0.72,-0.8,
 4.25,1.84,-0.55,
 0.1,-1.32,-1.45,
 -3.65,0.36,0.3,
 0.9,0.32,-3.6,
 -0.25,1.84,0,
 3.5,0.92,-2.1,
 0.65,2.36,4,
 0.55,-1.08,0.2,
 1,0.04,-3.75,
 0.05,0.52,-3.8,
 3.45,0.56,4.2,
 -0.25,2.36,-3.55,
 1.95,1.28,4.25,
 1.8,3.12,0.65,
 -3.35,0.8,-1,
 2.4,-0.16,1.25,
 2.5,0.96,1.45,
 0.8,-0.16,-0.55,
 -3.45,-0.08,0.85,
 -3.4,0.8,1.35,
 -0.8,0.24,-1.2,
 3.6,1.16,-0.1,
 -1.45,-3.08,-0.3,
 -3.65,-1.04,0.15,
 1.35,-0.76,0.55,
 -2.75,-1,-1.55,
 1.6,2.04,0.9,
 3,-3.24,0.1,
 -4.25,0.56,-4.35,
 -2.6,-0.44,0.5,
 0.2,-0.64,-0.35,
 -3.2,-3.52,1,
 -0.7,-1.84,-2.45,
 -4.1,0.12,3.85,
 -4.05,0.04,-0.3,
 2,2.32,1.2,
 -0.35,1,-0.7,
 -0.9,0.36,1.55,
 -0.05,2.4,-4.35,
 1.5,-0.96,-3.4,
 -2.8,2.08,-1.75,
 -0.2,0.72,0.9,
 -1.1,-1.68,0.1,
 -1.2,-0.32,-0.85,
 0.75,0.56,3.95,
 1.15,2.8,0.65,
 -2.55,-2.56,0.75,
 0.95,0.84,-0.85,
 -2.15,0.24,-3.1,
 0.35,-1.68,0.45,
 -0.75,-2.4,-0.35,
 0.2,2.04,0.1,
 -2.4,0.68,1.8,
 1.9,0.88,1.45,
 0.25,1.92,-1.7,
 -0.95,-0.6,-2,
 0.2,-2.44,1.05,
 0.3,-0.6,-3.35,
 0.05,0.52,-3.3,
 -0.05,-0.88,-0.8,
 0.45,2.84,-1.9,
 2.85,-0.68,-2.45,
 -1.05,-1.92,0.9,
 -2.75,-0.16,-1.55,
 1.9,1,3.15,
 -2.25,0.8,-4.35,
 1.8,-0.72,-3.8,
 -3.25,-1.16,-1.85,
 -1.6,-2.32,-0.8,
 3.1,0.32,2.15,
 -1.05,-0.56,-3.45,
 0.75,-1.08,-0.25,
 -0.45,-2.24,2.5,
 0.2,0.12,0,
 -1,1.56,-1.6,
 1.3,-2.84,-0.25,
 0.55,1.36,2.95,
 -1.9,-0.88,0.05,
 -1.9,0.56,-0.7,
 -1.25,-0.52,2.35,
 2.1,-0.72,-1.4,
 -0.9,-0.72,-2.05,
 0.9,-0.96,-3,
 2.7,-2.36,1.25,
 3.3,-1,-3.55,
 -0.75,-1.96,2,
 -0.45,0.52,-0.1,
 0.8,0,-3.3,
 -0.45,-0.44,-2.8,
 -3.2,3.12,0.5,
 -3.1,2.84,-0.45,
 0.2,-1.2,0.9,
 -0.65,-1.4,-1.35,
 -0.45,1.84,-0.95,
 -1.3,0.8,-1,
 2.35,-0.28,1.55,
 2,-2.4,1.2,
 1.2,-1.72,-0.4,
 -2,3.04,1.9,
 -1.85,-0.16,-2.9,
 -0.95,-2.76,2.5,
 2.55,-0.64,3.25,
 -0.6,-0.72,-1.45,
 0.8,0.16,2.2,
 0.6,0.04,3.2,
 -3.75,-0.24,0.2,
 0.4,-0.32,0.6,
 -2.1,-3.68,0.2,
 0.45,-2.44,3,
 0.5,-1.8,-1.9,
 0,1.8,-1.25,
 2.6,2.2,-4.25,
 0.25,2.28,-0.4,
 -0.3,-1.24,0.7,
 0.1,-3,0.05,
 -1.2,-0.76,2.65,
 2.8,0.44,0.55,
 2.6,-0.68,0.2,
 1.75,-0.16,-3.6,
 -0.55,-0.16,2.3,
 0.1,-1.72,-0.4,
 3.6,-0.84,-0.2,
 -1.4,-1.48,-2.7,
1.1,-0.2,-2.75,
 -1.85,1.76,-0.85,
 0.05,-0.4,1.05,
 -1.25,0.52,-0.3,
